source_region_id,source_region_name,hemisphere,biological_base_name,normalized_name_en,normalized_name_zh,zh_status,unresolved_descriptors
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_RIGHT,HATA (Hippocampus) right,right,HATA (Hippocampus),HATA (Hippocampus) right,右侧HATA（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_LEFT,HATA (Hippocampus) left,left,HATA (Hippocampus),HATA (Hippocampus) left,左侧HATA（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_RIGHT,CA3 (Hippocampus) right,right,CA3 (Hippocampus),CA3 (Hippocampus) right,右侧CA3（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_LEFT,CA3 (Hippocampus) left,left,CA3 (Hippocampus),CA3 (Hippocampus) left,左侧CA3（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM_RIGHT,"TrS (Hippocampus, Transsubiculum) right",right,"TrS (Hippocampus, Transsubiculum)","TrS (Hippocampus, Transsubiculum) right",右侧TrS（海马，下托过渡区）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM_LEFT,"TrS (Hippocampus, Transsubiculum) left",left,"TrS (Hippocampus, Transsubiculum)","TrS (Hippocampus, Transsubiculum) left",左侧TrS（海马，下托过渡区）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PAS_HIPPOCAMPUS_PARASUBICULUM_RIGHT,"Subc.PaS (Hippocampus, Parasubiculum) right",right,"Subc.PaS (Hippocampus, Parasubiculum)","Subc.PaS (Hippocampus, Parasubiculum) right",右侧Subc.PaS（海马，旁下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PRES_HIPPOCAMPUS_PRESUBICULUM_RIGHT,"Subc.PreS (Hippocampus, Presubiculum) right",right,"Subc.PreS (Hippocampus, Presubiculum)","Subc.PreS (Hippocampus, Presubiculum) right",右侧Subc.PreS（海马，前下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PROS_HIPPOCAMPUS_PROSUBICULUM_RIGHT,"Subc.ProS (Hippocampus, Prosubiculum) right",right,"Subc.ProS (Hippocampus, Prosubiculum)","Subc.ProS (Hippocampus, Prosubiculum) right",右侧Subc.ProS（海马，原下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_SUB_HIPPOCAMPUS_SUBICULUM_RIGHT,"Subc.Sub (Hippocampus, Subiculum) right",right,"Subc.Sub (Hippocampus, Subiculum)","Subc.Sub (Hippocampus, Subiculum) right",右侧Subc.Sub（海马，下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PAS_HIPPOCAMPUS_PARASUBICULUM_LEFT,"Subc.PaS (Hippocampus, Parasubiculum) left",left,"Subc.PaS (Hippocampus, Parasubiculum)","Subc.PaS (Hippocampus, Parasubiculum) left",左侧Subc.PaS（海马，旁下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PRES_HIPPOCAMPUS_PRESUBICULUM_LEFT,"Subc.PreS (Hippocampus, Presubiculum) left",left,"Subc.PreS (Hippocampus, Presubiculum)","Subc.PreS (Hippocampus, Presubiculum) left",左侧Subc.PreS（海马，前下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PROS_HIPPOCAMPUS_PROSUBICULUM_LEFT,"Subc.ProS (Hippocampus, Prosubiculum) left",left,"Subc.ProS (Hippocampus, Prosubiculum)","Subc.ProS (Hippocampus, Prosubiculum) left",左侧Subc.ProS（海马，原下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_SUB_HIPPOCAMPUS_SUBICULUM_LEFT,"Subc.Sub (Hippocampus, Subiculum) left",left,"Subc.Sub (Hippocampus, Subiculum)","Subc.Sub (Hippocampus, Subiculum) left",左侧Subc.Sub（海马，下托）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_RIGHT,DG (Hippocampus) right,right,DG (Hippocampus),DG (Hippocampus) right,右侧DG（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_LEFT,DG (Hippocampus) left,left,DG (Hippocampus),DG (Hippocampus) left,左侧DG（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_RIGHT,CA2 (Hippocampus) right,right,CA2 (Hippocampus),CA2 (Hippocampus) right,右侧CA2（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_LEFT,CA2 (Hippocampus) left,left,CA2 (Hippocampus),CA2 (Hippocampus) left,左侧CA2（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_EC_HIPPOCAMPAL_REGION_ENTORHINAL_CORTEX_RIGHT,"Area EC (Hippocampal Region, Entorhinal Cortex) right",right,"Area EC (Hippocampal Region, Entorhinal Cortex)","Area EC (Hippocampal Region, Entorhinal Cortex) right",右侧EC区（海马区，内嗅皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_EC_HIPPOCAMPAL_REGION_ENTORHINAL_CORTEX_LEFT,"Area EC (Hippocampal Region, Entorhinal Cortex) left",left,"Area EC (Hippocampal Region, Entorhinal Cortex)","Area EC (Hippocampal Region, Entorhinal Cortex) left",左侧EC区（海马区，内嗅皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_RIGHT,CA1 (Hippocampus) right,right,CA1 (Hippocampus),CA1 (Hippocampus) right,右侧CA1（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_LEFT,CA1 (Hippocampus) left,left,CA1 (Hippocampus),CA1 (Hippocampus) left,左侧CA1（海马）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_RIGHT,"TuTi (Basal Forebrain, Terminal islands) right",right,"TuTi (Basal Forebrain, Terminal islands)","TuTi (Basal Forebrain, Terminal islands) right",右侧TuTi（基底前脑，终末岛群）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_LEFT,"TuTi (Basal Forebrain, Terminal islands) left",left,"TuTi (Basal Forebrain, Terminal islands)","TuTi (Basal Forebrain, Terminal islands) left",左侧TuTi（基底前脑，终末岛群）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TU_BASAL_FOREBRAIN_TUBERCULUM_RIGHT,"Tu (Basal Forebrain, Tuberculum) right",right,"Tu (Basal Forebrain, Tuberculum)","Tu (Basal Forebrain, Tuberculum) right",右侧Tu（基底前脑，嗅结节）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TU_BASAL_FOREBRAIN_TUBERCULUM_LEFT,"Tu (Basal Forebrain, Tuberculum) left",left,"Tu (Basal Forebrain, Tuberculum)","Tu (Basal Forebrain, Tuberculum) left",左侧Tu（基底前脑，嗅结节）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNC_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_COMPACTA_RIGHT,"SNC (Midbrain, Substantia Nigra pars compacta) right",right,"SNC (Midbrain, Substantia Nigra pars compacta)","SNC (Midbrain, Substantia Nigra pars compacta) right",右侧SNC（中脑，黑质致密部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNC_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_COMPACTA_LEFT,"SNC (Midbrain, Substantia Nigra pars compacta) left",left,"SNC (Midbrain, Substantia Nigra pars compacta)","SNC (Midbrain, Substantia Nigra pars compacta) left",左侧SNC（中脑，黑质致密部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_RIGHT,"SNR (Midbrain, Substantia Nigra pars reticulata) right",right,"SNR (Midbrain, Substantia Nigra pars reticulata)","SNR (Midbrain, Substantia Nigra pars reticulata) right",右侧SNR（中脑，黑质网状部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_LEFT,"SNR (Midbrain, Substantia Nigra pars reticulata) left",left,"SNR (Midbrain, Substantia Nigra pars reticulata)","SNR (Midbrain, Substantia Nigra pars reticulata) left",左侧SNR（中脑，黑质网状部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRP_MIDBRAIN_NUCLEUS_RUBER_PARVOCELLULAR_PART_RIGHT,"NRp (Midbrain, Nucleus Ruber, parvocellular part) right",right,"NRp (Midbrain, Nucleus Ruber, parvocellular part)","NRp (Midbrain, Nucleus Ruber, parvocellular part) right",右侧NRp（中脑，红核，小细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRP_MIDBRAIN_NUCLEUS_RUBER_PARVOCELLULAR_PART_LEFT,"NRp (Midbrain, Nucleus Ruber, parvocellular part) left",left,"NRp (Midbrain, Nucleus Ruber, parvocellular part)","NRp (Midbrain, Nucleus Ruber, parvocellular part) left",左侧NRp（中脑，红核，小细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRM_MIDBRAIN_NUCLEUS_RUBER_MAGNOCELLULAR_PART_RIGHT,"NRm (Midbrain, Nucleus Ruber, magnocellular part) right",right,"NRm (Midbrain, Nucleus Ruber, magnocellular part)","NRm (Midbrain, Nucleus Ruber, magnocellular part) right",右侧NRm（中脑，红核，大细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRM_MIDBRAIN_NUCLEUS_RUBER_MAGNOCELLULAR_PART_LEFT,"NRm (Midbrain, Nucleus Ruber, magnocellular part) left",left,"NRm (Midbrain, Nucleus Ruber, magnocellular part)","NRm (Midbrain, Nucleus Ruber, magnocellular part) left",左侧NRm（中脑，红核，大细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NINTERP_CEREBELLUM_INTERPOSED_NUCLEUS_RIGHT,"Ninterp (Cerebellum, Interposed Nucleus) right",right,"Ninterp (Cerebellum, Interposed Nucleus)","Ninterp (Cerebellum, Interposed Nucleus) right",右侧Ninterp（小脑，中间核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NINTERP_CEREBELLUM_INTERPOSED_NUCLEUS_LEFT,"Ninterp (Cerebellum, Interposed Nucleus) left",left,"Ninterp (Cerebellum, Interposed Nucleus)","Ninterp (Cerebellum, Interposed Nucleus) left",左侧Ninterp（小脑，中间核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT,"Ndentv (Cerebellum, Ventral Dentate Nucleus) right",right,"Ndentv (Cerebellum, Ventral Dentate Nucleus)","Ndentv (Cerebellum, Ventral Dentate Nucleus) right",右侧Ndentv（小脑，齿状核腹侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT,"Ndentv (Cerebellum, Ventral Dentate Nucleus) left",left,"Ndentv (Cerebellum, Ventral Dentate Nucleus)","Ndentv (Cerebellum, Ventral Dentate Nucleus) left",左侧Ndentv（小脑，齿状核腹侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) right",right,"Ndentd (Cerebellum, Dorsal Dentate Nucleus)","Ndentd (Cerebellum, Dorsal Dentate Nucleus) right",右侧Ndentd（小脑，齿状核背侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) left",left,"Ndentd (Cerebellum, Dorsal Dentate Nucleus)","Ndentd (Cerebellum, Dorsal Dentate Nucleus) left",左侧Ndentd（小脑，齿状核背侧部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_RIGHT,"Nfast (Cerebellum, Fastigial Nucleus) right",right,"Nfast (Cerebellum, Fastigial Nucleus)","Nfast (Cerebellum, Fastigial Nucleus) right",右侧Nfast（小脑，顶核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT,"Nfast (Cerebellum, Fastigial Nucleus) left",left,"Nfast (Cerebellum, Fastigial Nucleus)","Nfast (Cerebellum, Fastigial Nucleus) left",左侧Nfast（小脑，顶核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS_RIGHT,STN (Subthalamus) right,right,STN (Subthalamus),STN (Subthalamus) right,右侧STN（底丘脑）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS_LEFT,STN (Subthalamus) left,left,STN (Subthalamus),STN (Subthalamus) left,左侧STN（底丘脑）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS_RIGHT,"Rt (Thalamus, reticular Nucleus) right",right,"Rt (Thalamus, reticular Nucleus)","Rt (Thalamus, reticular Nucleus) right",右侧Rt（丘脑，网状核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS_LEFT,"Rt (Thalamus, reticular Nucleus) left",left,"Rt (Thalamus, reticular Nucleus)","Rt (Thalamus, reticular Nucleus) left",左侧Rt（丘脑，网状核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ZI_THALAMUS_ZONA_INCERTA_RIGHT,"ZI (Thalamus, zona incerta) right",right,"ZI (Thalamus, zona incerta)","ZI (Thalamus, zona incerta) right",右侧ZI（丘脑，未定带）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ZI_THALAMUS_ZONA_INCERTA_LEFT,"ZI (Thalamus, zona incerta) left",left,"ZI (Thalamus, zona incerta)","ZI (Thalamus, zona incerta) left",左侧ZI（丘脑，未定带）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_RIGHT,CGM (Metathalamus) right,right,CGM (Metathalamus),CGM (Metathalamus) right,右侧CGM（后丘脑）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_LEFT,CGM (Metathalamus) left,left,CGM (Metathalamus),CGM (Metathalamus) left,左侧CGM（后丘脑）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_RIGHT,CGL (Metathalamus) right,right,CGL (Metathalamus),CGL (Metathalamus) right,右侧CGL（后丘脑）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_LEFT,CGL (Metathalamus) left,left,CGL (Metathalamus),CGL (Metathalamus) left,左侧CGL（后丘脑）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT,"MV (Thalamus, medioventral Nucleus) right",right,"MV (Thalamus, medioventral Nucleus)","MV (Thalamus, medioventral Nucleus) right",右侧MV（丘脑，内侧腹核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT,"MV (Thalamus, medioventral Nucleus) left",left,"MV (Thalamus, medioventral Nucleus)","MV (Thalamus, medioventral Nucleus) left",左侧MV（丘脑，内侧腹核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT,"MD (Thalamus, mediodorsal Nucleus) right",right,"MD (Thalamus, mediodorsal Nucleus)","MD (Thalamus, mediodorsal Nucleus) right",右侧MD（丘脑，背内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT,"MD (Thalamus, mediodorsal Nucleus) left",left,"MD (Thalamus, mediodorsal Nucleus)","MD (Thalamus, mediodorsal Nucleus) left",左侧MD（丘脑，背内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PV_THALAMUS_PARAVENTRICULAR_NUCLEUS_RIGHT,"Pv (Thalamus, paraventricular Nucleus) right",right,"Pv (Thalamus, paraventricular Nucleus)","Pv (Thalamus, paraventricular Nucleus) right",右侧Pv（丘脑，室旁核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PV_THALAMUS_PARAVENTRICULAR_NUCLEUS_LEFT,"Pv (Thalamus, paraventricular Nucleus) left",left,"Pv (Thalamus, paraventricular Nucleus)","Pv (Thalamus, paraventricular Nucleus) left",左侧Pv（丘脑，室旁核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PO_THALAMUS_POSTERIOR_NUCLEUS_RIGHT,"Po (Thalamus, posterior Nucleus) right",right,"Po (Thalamus, posterior Nucleus)","Po (Thalamus, posterior Nucleus) right",右侧Po（丘脑，后核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PO_THALAMUS_POSTERIOR_NUCLEUS_LEFT,"Po (Thalamus, posterior Nucleus) left",left,"Po (Thalamus, posterior Nucleus)","Po (Thalamus, posterior Nucleus) left",左侧Po（丘脑，后核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR_RIGHT,"PUm (Thalamus, medial pulvinar) right",right,"PUm (Thalamus, medial pulvinar)","PUm (Thalamus, medial pulvinar) right",右侧PUm（丘脑，内侧枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR_LEFT,"PUm (Thalamus, medial pulvinar) left",left,"PUm (Thalamus, medial pulvinar)","PUm (Thalamus, medial pulvinar) left",左侧PUm（丘脑，内侧枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUL_THALAMUS_LATERAL_PULVINAR_RIGHT,"PUl (Thalamus, lateral pulvinar) right",right,"PUl (Thalamus, lateral pulvinar)","PUl (Thalamus, lateral pulvinar) right",右侧PUl（丘脑，外侧枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUL_THALAMUS_LATERAL_PULVINAR_LEFT,"PUl (Thalamus, lateral pulvinar) left",left,"PUl (Thalamus, lateral pulvinar)","PUl (Thalamus, lateral pulvinar) left",左侧PUl（丘脑，外侧枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT,"Li (Thalamus, limitans Nucleus) right",right,"Li (Thalamus, limitans Nucleus)","Li (Thalamus, limitans Nucleus) right",右侧Li（丘脑，界核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_LEFT,"Li (Thalamus, limitans Nucleus) left",left,"Li (Thalamus, limitans Nucleus)","Li (Thalamus, limitans Nucleus) left",左侧Li（丘脑，界核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SG_THALAMUS_SUPRAGENICULATE_NUCLEUS_RIGHT,"Sg (Thalamus, suprageniculate Nucleus) right",right,"Sg (Thalamus, suprageniculate Nucleus)","Sg (Thalamus, suprageniculate Nucleus) right",右侧Sg（丘脑，膝上核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SG_THALAMUS_SUPRAGENICULATE_NUCLEUS_LEFT,"Sg (Thalamus, suprageniculate Nucleus) left",left,"Sg (Thalamus, suprageniculate Nucleus)","Sg (Thalamus, suprageniculate Nucleus) left",左侧Sg（丘脑，膝上核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT,"LP (Thalamus, lateral posterior Nucleus) right",right,"LP (Thalamus, lateral posterior Nucleus)","LP (Thalamus, lateral posterior Nucleus) right",右侧LP（丘脑，外侧后核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT,"LP (Thalamus, lateral posterior Nucleus) left",left,"LP (Thalamus, lateral posterior Nucleus)","LP (Thalamus, lateral posterior Nucleus) left",左侧LP（丘脑，外侧后核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR_RIGHT,"PUi (Thalamus, inferior pulvinar) right",right,"PUi (Thalamus, inferior pulvinar)","PUi (Thalamus, inferior pulvinar) right",右侧PUi（丘脑，下枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR_LEFT,"PUi (Thalamus, inferior pulvinar) left",left,"PUi (Thalamus, inferior pulvinar)","PUi (Thalamus, inferior pulvinar) left",左侧PUi（丘脑，下枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUA_THALAMUS_ANTERIOR_PULVINAR_RIGHT,"PUa (Thalamus, anterior pulvinar) right",right,"PUa (Thalamus, anterior pulvinar)","PUa (Thalamus, anterior pulvinar) right",右侧PUa（丘脑，前枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUA_THALAMUS_ANTERIOR_PULVINAR_LEFT,"PUa (Thalamus, anterior pulvinar) left",left,"PUa (Thalamus, anterior pulvinar)","PUa (Thalamus, anterior pulvinar) left",左侧PUa（丘脑，前枕核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT,"LD (Thalamus, lateral dorsal Nucleus) right",right,"LD (Thalamus, lateral dorsal Nucleus)","LD (Thalamus, lateral dorsal Nucleus) right",右侧LD（丘脑，外侧背核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT,"LD (Thalamus, lateral dorsal Nucleus) left",left,"LD (Thalamus, lateral dorsal Nucleus)","LD (Thalamus, lateral dorsal Nucleus) left",左侧LD（丘脑，外侧背核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_RIGHT,"AV (Thalamus, anteroventral Nucleus) right",right,"AV (Thalamus, anteroventral Nucleus)","AV (Thalamus, anteroventral Nucleus) right",右侧AV（丘脑，前腹侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_LEFT,"AV (Thalamus, anteroventral Nucleus) left",left,"AV (Thalamus, anteroventral Nucleus)","AV (Thalamus, anteroventral Nucleus) left",左侧AV（丘脑，前腹侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AM_THALAMUS_ANTEROMEDIAL_NUCLEUS_RIGHT,"AM (Thalamus, anteromedial Nucleus) right",right,"AM (Thalamus, anteromedial Nucleus)","AM (Thalamus, anteromedial Nucleus) right",右侧AM（丘脑，前内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AM_THALAMUS_ANTEROMEDIAL_NUCLEUS_LEFT,"AM (Thalamus, anteromedial Nucleus) left",left,"AM (Thalamus, anteromedial Nucleus)","AM (Thalamus, anteromedial Nucleus) left",左侧AM（丘脑，前内侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPMPC_THALAMUS_VENTRAL_POSTERIOR_MEDIAL_NUCLEUS_PARVOCELLULAR_PART_RIGHT,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) right",right,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part)","VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) right",右侧VPMpc（丘脑，腹后内侧核，小细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPMPC_THALAMUS_VENTRAL_POSTERIOR_MEDIAL_NUCLEUS_PARVOCELLULAR_PART_LEFT,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) left",left,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part)","VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) left",左侧VPMpc（丘脑，腹后内侧核，小细胞部）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPI_THALAMUS_VENTROPOSTERIOR_INFERIOR_NUCLEUS_RIGHT,"VPi (Thalamus, ventroposterior inferior Nucleus) right",right,"VPi (Thalamus, ventroposterior inferior Nucleus)","VPi (Thalamus, ventroposterior inferior Nucleus) right",右侧VPi（丘脑，腹后下核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPI_THALAMUS_VENTROPOSTERIOR_INFERIOR_NUCLEUS_LEFT,"VPi (Thalamus, ventroposterior inferior Nucleus) left",left,"VPi (Thalamus, ventroposterior inferior Nucleus)","VPi (Thalamus, ventroposterior inferior Nucleus) left",左侧VPi（丘脑，腹后下核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPL_THALAMUS_VENTRAL_POSTERIOR_LATERAL_NUCLEUS_RIGHT,"VPL (Thalamus, ventral posterior lateral Nucleus) right",right,"VPL (Thalamus, ventral posterior lateral Nucleus)","VPL (Thalamus, ventral posterior lateral Nucleus) right",右侧VPL（丘脑，腹后外侧核）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPL_THALAMUS_VENTRAL_POSTERIOR_LATERAL_NUCLEUS_LEFT,"VPL (Thalamus, ventral posterior lateral Nucleus) left",left,"VPL (Thalamus, ventral posterior lateral Nucleus)","VPL (Thalamus, ventral posterior lateral Nucleus) left",左侧VPL（丘脑，腹后外侧核）,resolved,
